Species,J #,Tag #,DBH,GPS 1 (N),GPS 2 (E),Error,Mon/Year
Bosquiea phoberos,J8804,,23.7,206635,62237,5,Aug-17
Bosquiea phoberos,J8805,,24.5,206626,62252,4,Aug-17
Ficus exasperata,J8806,,60.6,206627,62253,4,Aug-17
Leptonychia mildbraedii,J8807,,16.5,206627,62257,5,Aug-17
Bosquiea phoberos,J8808,,16.5,206630,62260,3,Aug-17
Bosquiea phoberos,J8809,,11.5,206619,62256,5,Aug-17
Teclea nobilis,J8810,,10,206622,62260,4,Aug-17
Premna angolensis,J8811,,NA,206627,62261,4,Aug-17
Bosquiea phoberos,J8812,,10.9,206630,62259,5,Aug-17
Celtis durandii,J8813,,23.6,206626,62266,4,Aug-17
Celtis africana,J8814,,12.5,206628,62264,4,Aug-17
Bosquiea phoberos,J8815,,10.3,206634,62264,4,Aug-17
Diospyros abyssinica,J8816,,56.9,206644,62263,4,Aug-17
Uvariopsis congensis,J8817,,13.4,206637,62257,4,Aug-17
Bosquiea phoberos,J8818,,12.6,206639,62262,4,Aug-17
Celtis durandii,J8819,,11.3,206641,62262,4,Aug-17
Bosquiea phoberos,J8820,,13.2,206649,62252,4,Aug-17
Bosquiea phoberos,J8821,,14.6,206647,62255,4,Aug-17
Celtis durandii,J8822,,16.1,206647,62254,4,Aug-17
Diospyros abyssinica,J8823,,60.1,206646,62253,4,Aug-17
Bosquiea phoberos,J8824,,10,206648,62257,4,Aug-17
Bosquiea phoberos,J8825,,21.6,206648,62258,4,Aug-17
Celtis durandii,J8826,,16.3,206650,62254,4,Aug-17
Bosquiea phoberos,J8827,,17.5,206653,62264,5,Aug-17
Bosquiea phoberos,J8828,,14.4,206646,62266,4,Aug-17
Leptonychia mildbraedii,J8829,,10.7,206646,62262,4,Aug-17
Diospyros abyssinica,J8830,,52.5,206649,62264,4,Aug-17
Celtis africana,J8831,,24.1,206649,62265,4,Aug-17
Leptonychia mildbraedii,J8832,,10.7,206649,62279,5,Aug-17
Bosquiea phoberos,J8833,,19.2,206641,62277,4,Aug-17
Celtis durandii,J8834,,16.1,206642,62277,4,Aug-17
Fagaropsis angolensis,J8835,,18.5,206646,62275,4,Aug-17
Bosquiea phoberos,J8836,,14.8,206642,62272,4,Aug-17
Teclea nobilis,J8837,,12.5,206641,62271,4,Aug-17
Bosquiea phoberos,J8838,,10.6,206639,62270,4,Aug-17
Bosquiea phoberos,J8839,,10,206627,62272,4,Aug-17
Bosquiea phoberos,J8840,,12.4,206627,62271,4,Aug-17
Bosquiea phoberos,J8841,,16.2,206630,62272,4,Aug-17
Bosquiea phoberos,J8842,,13.7,206632,62274,4,Aug-17
Oxyanthus,J8843,,10.5,206633,62276,4,Aug-17
Celtis africana,J8844,,17.4,206638,62275,4,Aug-17
Chaetacme aristata,J8845,,11.9,206638,62278,4,Aug-17
Celtis africana,J8845,,21.8,206638,62279,4,Aug-17
Scolopia rhaminiphyllum,J8847,,10,206639,62277,4,Aug-17
Funtumia,J8848,,43.7,206644,62278,4,Aug-17
Celtis durandii,J8849,,42.3,206649,62283,4,Aug-17
Teclea nobilis,J8850,,11,206647,62278,4,Aug-17
Leptonychia mildbraedii,J8851,,12.2,206631,62276,4,Aug-17
Antiaris toxicaria,J8852,,12.5,206620,62276,4,Aug-17
Leptonychia mildbraedii,J8853,,15.8,206621,62277,5,Aug-17
Bosquiea phoberos,J8854,,12.9,206625,62279,5,Aug-17
Leptonychia mildbraedii,J8855,,16.5,206628,62278,5,Aug-17
Celtis durandii,J8856,,44.6,206629,62279,5,Aug-17
Leptonychia mildbraedii,J8857,,14.4,206632,62280,5,Aug-17
Fagaropsis angolensis,J8858,,13.6,206634,62282,5,Aug-17
Uvariopsis congensis,J8859,,16.4,206638,62283,4,Aug-17
Funtumia,J8860,,20.3,206638,62282,4,Aug-17
Leptonychia mildbraedii,J8861,,27.5,206639,62283,4,Aug-17
Bosquiea phoberos,J8862,,21.4,206647,62285,4,Aug-17
Celtis africana,J8863,,22.2,206647,62280,4,Aug-17
Celtis africana,J8864,,13.3,206649,62280,4,Aug-17
Uvariopsis congensis,J8865,,14.1,206652,62268,5,Aug-17
Celtis durandii,J8866,,35.8,206645,62292,5,Aug-17
Bosquiea phoberos,J8867,,34.4,206636,62291,5,Aug-17
Bosquiea phoberos,J8868,,14.2,206643,62296,4,Aug-17
Celtis durandii,J8869,,33,206638,62295,4,Aug-17
Uvariopsis congensis,J8870,,22,206641,62299,4,Aug-17
Blighia unijugata,J8871,,10,206638,62300,4,Aug-17
Uvariopsis congensis,J8872,,20,206637,62301,4,Aug-17
Celtis africana,J8873,,17.6,206636,62299,4,Aug-17
Funtumia,J8874,,10.5,206638,62286,5,Aug-17
Funtumia elastica,J8875,,32.7,206636,62282,5,Aug-17
Uvariopsis congensis,J8876,,15.2,206635,62287,5,Aug-17
Leptonychia mildbraedii,J8877,,12.7,206633,62288,5,Aug-17
Funtumia elastica,J8878,,38.7,206630,62287,5,Aug-17
Leptonychia mildbraedii,J8879,,13.2,206631,62286,5,Aug-17
Funtumia elastica,J8880,,55,206628,62283,5,Aug-17
Mimusops bagshaweii,J8881,,12,206627,62281,5,Aug-17
Olea welwitschii,J8882,,12.5,206624,62282,5,Aug-17
Bosquiea phoberos,J8883,,23,206622,62288,6,Aug-17
Bosquiea phoberos,J8884,,21.5,206625,62287,5,Aug-17
Funtumia,J8885,,16,206627,62286,5,Aug-17
Funtumia,J8886,,11.2,206624,62290,6,Aug-17
Bosquiea phoberos,J8887,,15.6,206620,62305,5,Aug-17
Bosquiea phoberos,J8888,,15.5,206623,62302,5,Aug-17
Chaetacme aristata,J8889,,11,206621,62300,5,Aug-17
Fagaropsis angolensis,J8890,,31.4,206622,62297,5,Aug-17
Leptonychia mildbraedii,J8891,,10.4,206625,62296,5,Aug-17
Celtis africana,J8892,,24.8,206631,62296,6,Aug-17
Chaetacme aristata,J8893,,15,206627,62299,5,Aug-17
Mimusops bagshaweii,J8894,,19.5,206628,62298,5,Aug-17
Funtumia elastica,J8895,,38.5,206628,62296,5,Aug-17
Celtis durandii,J8896,,42.5,206627,62301,6,Aug-17
Leptonychia mildbraedii,J8897,,16,206624,62312,6,Aug-17
Leptonychia mildbraedii,J8898,,13.5,206615,62302,5,Aug-17
Uvariopsis congensis,J8899,,28,206618,62304,5,Aug-17
Chaetacme aristata,J8900,,26.1,206616,62301,5,Aug-17
Funtumia,J8901,,25.5,206619,62291,6,Aug-17
Leptonychia mildbraedii,J8902,,20,206620,62293,6,Aug-17
Celtis durandii,J8903,,35.4,206620,62294,6,Aug-17
Uvariopsis congensis,J8904,,25,206620,62288,6,Aug-17
Bosquiea phoberos,J8905,,14.3,206624,62290,3,Sep-17
Funtumia,J8906,,18,206624,62287,3,Sep-17
Bosquiea phoberos,J8907,,15.5,206622,62285,4,Sep-17
Leptonychia mildbraedii,J8908,,11,206617,62283,5,Sep-17
Fagaropsis angolensis,J8909,,NA,206618,62280,5,Sep-17
Balanites wilsonii,J8910,,11,206618,62269,5,Sep-17
Beilschmiedia ugandensis,J8911,,12,206619,62270,5,Sep-17
Leptonychia mildbraedii,J8912,,11.8,206620,62272,5,Sep-17
Teclea nobilis,J8913,,15.4,206619,62275,5,Sep-17
Polyscias fulva,J8914,,117.4,206619,62276,5,Sep-17
Polyscias fulva,J8915,,61.8,206616,62275,5,Sep-17
Bosquiea phoberos,J8916,,16.4,206618,62280,5,Sep-17
Leptonychia mildbraedii,J8917,,10,206610,62281,4,Sep-17
Celtis durandii,J8918,,23.6,206605,62283,5,Sep-17
Celtis durandii,J8919,,12,206612,62283,4,Sep-17
Bosquiea phoberos,J8920,,25,206613,62284,4,Sep-17
Diospyros abyssinica,J8921,,13,206614,62287,5,Sep-17
Olea welwitschii,J8922,,110.5,206617,62290,5,Sep-17
Chaetacme aristata,J8923,,14.9,206616,62287,5,Sep-17
Teclea nobilis,J8924,,12,206617,62287,5,Sep-17
Diospyros abyssinica,J8925,,50,206617,62285,5,Sep-17
Teclea nobilis,J8926,,11,206614,62293,4,Sep-17
Funtumia elastica,J8927,,19.7,206612,62289,4,Sep-17
Funtumia elastica,J8928,,27.8,206610,62286,5,Sep-17
Teclea nobilis,J8929,,10,206608,62284,6,Sep-17
Funtumia,J8930,,15.9,206606,62284,5,Sep-17
Strombosia scheffleri,J8931,,10.5,206604,62283,5,Sep-17
Funtumia elastica,J8932,,NA,206606,62285,5,Sep-17
Bosquiea phoberos,J8933,,27.8,206603,62284,5,Sep-17
Cordia abyssinica,J8934,,37,206601,62282,5,Sep-17
Celtis durandii,J8935,,29,206600,62270,6,Sep-17
Olea welwitschii,J8936,,44.5,206600,62277,5,Sep-17
Celtis durandii,J8937,,21,206597,62276,5,Sep-17
Teclea nobilis,J8938,,10.1,206603,62271,5,Sep-17
Funtumia elastica,J8939,,53,206598,62270,5,Sep-17
Ehretia cymosa,J8940,,16,206596,62269,5,Sep-17
Ficus exasperata,J8941,,74.9,206595,62268,5,Sep-17
Celtis durandii,J8942,,26,206592,62265,5,Sep-17
Aningeria altissima,J8943,,13.4,206595,62266,5,Sep-17
Celtis durandii,J8944,,22.5,206592,62262,6,Sep-17
Fagaropsis angolensis,J8945,,10,206595,62264,6,Sep-17
Teclea nobilis,J8946,,10.5,206600,62263,6,Sep-17
Leptonychia mildbraedii,J8947,,14,206598,62262,5,Sep-17
Bosquiea phoberos,J8948,,16,206600,62261,5,Sep-17
,J8949,,20.5,206601,62260,6,Sep-17
Diospyros abyssinica,J8950,,54,206601,62264,6,Sep-17
Mimusops bagshaweii,J8951,,17,206611,62265,5,Sep-17
Bosquiea phoberos,J8952,,13.5,206606,62265,5,Sep-17
Celtis durandii,J8953,,14,206605,62266,5,Sep-17
Teclea nobilis,J8954,,11.8,206606,62272,6,Sep-17
Bosquiea phoberos,J8955,,21.5,206604,62268,7,Sep-17
Teclea nobilis,J8956,,11,206603,62269,7,Sep-17
Markhamia platycalyx,J8957,,10,206615,62264,6,Sep-17
Leptonychia mildbraedii,J8958,,10,206616,62267,5,Sep-17
Teclea nobilis,J8959,,11.7,206613,62262,5,Sep-17
Parinari excelsa,J8960,,21.8,206612,62260,5,Sep-17
Bosquiea phoberos,J8961,,16.7,206598,62258,6,Sep-17
Leptonychia mildbraedii,J8962,,12.3,206598,62250,6,Sep-17
Celtis africana,J8963,,12.3,206590,62253,4,Sep-17
Bosquiea phoberos,J8964,,21.5,206594,62256,6,Sep-17
Bosquiea phoberos,J8965,,16,206596,62258,6,Sep-17
Diospyros abyssinica,J8966,,13.9,206599,62252,5,Sep-17
Celtis africana,J8967,,26.9,206597,62255,4,Sep-17
Bosquiea phoberos,J8968,,17.4,206600,62254,5,Sep-17
Celtis durandii,J8969,,36.7,206603,62256,5,Sep-17
Bosquiea phoberos,J8970,,19.1,206604,62254,5,Sep-17
Leptonychia mildbraedii,J8971,,12,206606,62256,5,Sep-17
Bosquiea phoberos,J8972,,23.4,206608,62256,5,Sep-17
Mimusops bagshaweii,J8973,,22.2,206605,62259,5,Sep-17
Bosquiea phoberos,J8974,,10.2,206605,62264,5,Sep-17
Markhamia platycalyx,J8975,,12,206614,62263,5,Sep-17
Chaetacme aristata,J8976,,10,206614,62258,5,Sep-17
Fagaropsis angolensis,J8977,,23.4,206615,62256,5,Sep-17
Celtis durandii,J8978,,49,206616,62256,6,Sep-17
Celtis durandii,J8979,,29,206608,62258,6,Sep-17
Pancovia turbinata,J8980,,10.4,206611,62255,6,Sep-17
Bosquiea phoberos,J8981,,14.5,206625,62265,6,Sep-17
Bosquiea phoberos,J8982,,22.2,206610,62245,5,Sep-17
Leptonychia mildbraedii,J8983,,14.3,206617,62246,6,Sep-17
Bosquiea phoberos,J8984,,19,206612,62243,6,Sep-17
Scolopia rhaminiphyllum,J8985,,16.6,206614,62245,6,Sep-17
Lindakeria,J8986,,14.4,206611,62239,8,Sep-17
Mimusops bagshaweii,J8987,,15.5,206615,62245,6,Sep-17
Balanites wilsonii,J8988,,43.8,206611,62241,5,Sep-17
Bosquiea phoberos,J8989,,12.9,206611,62239,5,Sep-17
Markhamia platycalyx,J8990,,NA,206614,62233,8,Sep-17
Teclea nobilis,J8991,,12.7,206613,62234,8,Sep-17
Celtis durandii,J8992,,21.2,206606,62223,5,Sep-17
Leptonychia mildbraedii,J8993,,10,206604,62228,5,Sep-17
Leptonychia mildbraedii,J8994,,13.2,206604,62235,7,Sep-17
Bosquiea phoberos,J8995,,20.5,206606,62237,5,Sep-17
Ficus exasperata,J8996,,72,206606,62240,5,Sep-17
Leptonychia mildbraedii,J8997,,21.5,206606,62245,6,Sep-17
Bosquiea phoberos,J8998,,21,206607,62243,6,Sep-17
Bosquiea phoberos,J8999,,12,206604,62240,6,Sep-17
Celtis africana,J9000,,88,206593,62237,5,Sep-17
Bosquiea phoberos,J9001,,18.7,206598,62238,6,Sep-17
Strombosia scheffleri,J9002,,38,206600,62250,5,Sep-17
Bosquiea phoberos,J9003,,18.2,206597,62259,5,Sep-17
Lindakeria,J9004,,10,206589,62253,5,Sep-17
Fagaropsis angolensis,J9005,,18.8,206594,62251,5,Sep-17
Leptonychia mildbraedii,J9006,,12.6,206596,62247,6,Sep-17
Bosquiea phoberos,J9007,,14.1,206593,62245,6,Sep-17
Bosquiea phoberos,J9008,,33.7,206589,62253,5,Sep-17
Celtis africana,J9009,,14,206584,62251,5,Sep-17
Chaetacme aristata,J9010,,11.2,206584,62256,4,Sep-17
Pseudospondias ,J9011,,11.8,206588,62250,5,Sep-17
Mimusops bagshaweii,J9012,,20.4,206590,62250,5,Sep-17
Chaetacme aristata,J9013,,15.9,206589,62251,6,Sep-17
Chaetacme aristata,J9014,,13.7,206582,62251,6,Sep-17
Blighia unijugata,J9015,,10,206579,62249,6,Sep-17
Bosquiea phoberos,J9016,,10,206576,62250,6,Sep-17
Mimusops bagshaweii,J9017,,13.5,206574,62254,5,Sep-17
Markhamia platycalyx,J9018,,11.6,206570,62255,6,Sep-17
Celtis durandii,J9019,,26.4,206574,62255,5,Sep-17
Aningeria altissima,J9020,,10.6,206592,62247,7,Sep-17
Pancovia turbinata,J9021,,11.4,206592,62246,6,Sep-17
Bosquiea phoberos,J9022,,18.5,206583,62251,8,Sep-17
Bosquiea phoberos,J9023,,26,206582,62252,8,Sep-17
Celtis durandii,J9024,,43.6,206584,62245,5,Sep-17
Pancovia turbinata,J9025,,10.4,206581,62261,6,Sep-17
Ficus exasperata,J9026,,63.9,206582,62257,4,Sep-17
Teclea nobilis,J9026,,16.3,206579,62261,5,Sep-17
Markhamia platycalyx,J9027,,11.4,206591,62261,6,Sep-17
Bosquiea phoberos,J9028,,13.5,206593,62272,6,Sep-17
Leptonychia mildbraedii,J9029,,13.5,206589,62270,NA,Sep-17
Teclea nobilis,J9030,,11.2,206583,62270,5,Sep-17
Celtis durandii,J9031,,61.9,206584,62267,5,Sep-17
Diospyros abyssinica,J9032,,37.1,206582,62273,5,Sep-17
Funtumia,J9033,,44,206579,62273,6,Sep-17
Chaetacme aristata,J9034,,16.7,206578,62262,7,Sep-17
Diospyros abyssinica,J9035,,10,206582,62259,5,Sep-17
Bosquiea phoberos,J9037,,12.3,206579,62252,6,Sep-17
Bosquiea phoberos,J9038,,25,206571,62252,6,Sep-17
Parinari excelsa,J9039,,15,206569,62255,6,Sep-17
Celtis durandii,J9040,,26.4,206568,62250,5,Sep-17
Teclea nobilis,J9041,,12,206564,62261,4,Sep-17
Funtumia,J9042,,37.1,206564,62260,4,Sep-17
Mimusops bagshaweii,J9043,,14.6,206563,62263,4,Sep-17
Celtis durandii,J9044,,25.1,206562,62260,4,Sep-17
Scolopia rhaminiphyllum,J9045,,11.6,206562,62264,5,Sep-17
Teclea nobilis,J9046,,16.4,206559,62264,4,Sep-17
Funtumia,J9047,,28.2,206555,62254,4,Sep-17
Leptonychia mildbraedii,J9048,,10.1,206553,62260,5,Sep-17
Bosquiea phoberos,J9049,A7038,14.4,206549,62265,5,Sep-17
Bosquiea phoberos,J9050,A7040,27,206550,62263,5,Sep-17
Celtis durandii,J9051,A7036,28.4,206560,62264,6,Sep-17
Mimusops bagshaweii,J9052,,24.1,206559,62269,6,Sep-17
Funtumia,J9053,,26.1,206558,62272,6,Sep-17
Leptonychia mildbraedii,J9054,,10.8,206555,62274,6,Sep-17
Leptonychia mildbraedii,J9055,,10.1,206553,62273,6,Sep-17
Bosquiea phoberos,J9056,A7045,16.5,206555,62276,6,Sep-17
Funtumia,J9057,,21.8,206552,62277,6,Sep-17
Blighia unijugata,J9058,,10,206555,62276,7,Sep-17
Bosquiea phoberos,J9059,A7044,15.6,206556,62274,7,Sep-17
Bosquiea phoberos,J9060,,18.2,206564,62274,6,Sep-17
Diospyros abyssinica,J9061,,43,206565,62271,5,Sep-17
Diospyros abyssinica,J9062,,42,206559,62273,5,Sep-17
Celtis africana,J9063,,11.5,206563,62272,5,Sep-17
Bosquiea phoberos,J9064,,12.3,206565,62274,4,Sep-17
Markhamia platycalyx,J9065,,62.6,206569,62259,6,Sep-17
Funtumia,J9067,,13.9,206569,62262,5,Sep-17
Markhamia platycalyx,J9067,,13.9,206569,62262,5,Sep-17
Bosquiea phoberos,J9068,,18.3,206565,62261,6,Sep-17
Leptonychia mildbraedii,J9069,,12,206567,62264,6,Sep-17
Celtis durandii,J9070,,19.9,206573,62263,6,Sep-17
Bosquiea phoberos,J9071,3004,17.5,206570,62265,6,Sep-17
Funtumia,J9072,,42.1,206569,62267,6,Sep-17
Funtumia,J9073,,15.9,206565,62267,6,Sep-17
Parinari excelsa,J9074,,26.8,206567,62266,5,Sep-17
Bosquiea phoberos,J9075,,15.5,206569,62269,5,Sep-17
Funtumia,J9076,,15.8,206574,62268,5,Sep-17
Funtumia,J9077,,12.3,206568,62274,6,Sep-17
Mimusops bagshaweii,J9078,,21.3,206568,62279,4,Sep-17
Bosquiea phoberos,J9079,,10.9,206566,62279,5,Sep-17
Bosquiea phoberos,J9080,,15,206557,62277,4,Sep-17
Funtumia,J9081,,18.9,206558,62281,4,Sep-17
Mimusops bagshaweii,J9082,,12.3,206561,62284,4,Sep-17
Funtumia,J9083,,NA,206566,62281,4,Sep-17
Celtis africana,J9084,,11.5,206569,62277,5,Sep-17
Celtis durandii,J9085,,30.2,206571,62275,5,Sep-17
Bosquiea phoberos,J9086,,21.9,206571,62276,5,Sep-17
Leptonychia mildbraedii,J9087,,13,206582,62276,5,Sep-17
Bosquiea phoberos,J9088,,12.9,206584,62279,5,Sep-17
Celtis durandii,J9089,,37,206581,62282,6,Sep-17
Bosquiea phoberos,J9090,,24.7,206580,62277,6,Sep-17
Olea welwitschii,J9091,,99.9,206584,62277,5,Sep-17
Leptonychia mildbraedii,J9092,,18.5,206580,62283,5,Sep-17
Leptonychia mildbraedii,J9093,,13.4,206574,62289,5,Sep-17
Funtumia,J9094,,15.2,206571,62285,5,Sep-17
Bosquiea phoberos,J9095,,14.8,206576,62287,5,Sep-17
Funtumia,J9096,,30.5,206576,62286,6,Sep-17
Bosquiea phoberos,J9097,,17.2,206577,62286,6,Sep-17
Bosquiea phoberos,J9098,,16,206576,62286,5,Sep-17
Leptonychia mildbraedii,J9099,,15.7,206578,62291,5,Sep-17
Celtis durandii,J9100,,28.2,206580,62291,5,Sep-17
Uvariopsis congensis,J9101,,10,206584,62293,5,Sep-17
Leptonychia mildbraedii,J9102,,17.6,206590,62289,5,Sep-17
Strombosia scheffleri,J9103,,19.1,206589,62289,4,Sep-17
Celtis durandii,J9104,,31,206587,62292,4,Sep-17
Leptonychia mildbraedii,J9105,,14.8,206588,62295,5,Sep-17
Leptonychia mildbraedii,J9106,,10.7,206585,62295,7,Sep-17
Teclea nobilis,J9107,,12.5,206586,62299,6,Sep-17
Bosquiea phoberos,J9108,,12.3,206586,62294,5,Sep-17
Ficus exasperata,J9109,6542,NA,206589,62296,5,Sep-17
Bosquiea phoberos,J9110,,16.2,206588,62298,6,Sep-17
Markhamia platycalyx,J9111,,96.7,206588,62299,6,Sep-17
Uvariopsis congensis,J9112,,28.4,206586,62301,6,Sep-17
Bosquiea phoberos,J9113,,11.2,206585,62300,6,Sep-17
Teclea nobilis,J9114,,14.6,206595,62300,6,Sep-17
Leptonychia mildbraedii,J9115,,10.3,206598,62297,6,Sep-17
Celtis durandii,J9116,,36.8,206592,62296,7,Sep-17
Celtis africana,J9117,,16.7,206597,62294,7,Sep-17
Uvariopsis congensis,J9118,,19.1,206598,62297,5,Sep-17
Bosquiea phoberos,J9119,,29.5,206596,62291,5,Sep-17
Bosquiea phoberos,J9120,,19.8,206590,62291,5,Sep-17
Celtis durandii,J9121,,30.5,206595,62291,5,Sep-17
Funtumia,J9122,,18.6,206596,62289,5,Sep-17
Celtis durandii,J9123,,14.9,206585,62287,5,Sep-17
Celtis durandii,J9124,,23.9,206605,62286,6,Sep-17
Leptonychia mildbraedii,J9125,,11.6,206602,62290,5,Sep-17
Mimusops bagshaweii,J9126,,14.1,206605,62292,5,Sep-17
Fagaropsis angolensis,J9127,,18.4,206609,62295,5,Sep-17
Chaetacme aristata,J9128,,11.4,206605,62296,4,Sep-17
Celtis africana,J9129,,14.1,206599,62293,4,Sep-17
Bosquiea phoberos,J9130,,17.6,206600,62293,4,Sep-17
Bosquiea phoberos,J9131,,12.8,206602,62295,4,Sep-17
Aningeria altissima,J9132,,16.4,206600,62304,4,Sep-17
Funtumia,J9133,,20.5,206601,62305,4,Sep-17
Bosquiea phoberos,J9134,,12,206609,62303,5,Sep-17
Celtis durandii,J9135,,13.9,206604,62307,5,Sep-17
Bosquiea phoberos,J9136,,16.1,206606,62306,5,Sep-17
Teclea nobilis,J9137,,13,206606,62307,5,Sep-17
Markhamia platycalyx,J9138,A8892,65.9,206609,62302,4,Sep-17
Teclea nobilis,J9139,,11.5,206613,62302,5,Sep-17
Scolopia rhaminiphyllum,J9140,,15.1,206614,62303,5,Sep-17
Celtis africana,J9141,,28.1,206609,62281,7,Sep-17
Teclea nobilis,J9142,,12.4,206611,62283,6,Sep-17
Celtis africana,J9143,,16,206611,62298,5,Sep-17
Chaetacme aristata,J9144,,16.2,206618,62305,5,Sep-17
Bosquiea phoberos,J9145,,24.4,206620,62304,6,Sep-17
Teclea nobilis,J9146,,16.6,206617,62311,5,Sep-17
Leptonychia mildbraedii,J9147,,13.6,206619,62307,5,Sep-17
Teclea nobilis,J9148,,10.9,206612,62316,5,Sep-17
Bosquiea phoberos,J9149,,17,206603,62310,6,Sep-17
Funtumia,J9150,,30.2,206603,62311,5,Sep-17
Celtis durandii,J9151,,27.6,206605,62311,6,Sep-17
Celtis durandii,J9152,,42.2,206597,62306,6,Sep-17
Olea welwitschii,J9153,,11.2,206601,62309,6,Sep-17
Celtis durandii,J9154,,20.3,206603,62307,7,Sep-17
Bosquiea phoberos,J9155,,16.8,206609,62311,6,Sep-17
Markhamia platycalyx,J9156,,18.3,206614,62309,7,Sep-17
Leptonychia mildbraedii,J9157,,13.9,206614,62310,6,Sep-17
Bosquiea phoberos,J9158,,14.5,206615,62311,6,Sep-17
Uvariopsis congensis,J9159,,22,206617,62312,6,Sep-17
Lindakeria,J9160,,NA,206619,62314,6,Sep-17
Leptonychia mildbraedii,J9161,,12.9,206621,62316,6,Sep-17
Markhamia platycalyx,J9162,,18.4,206620,62317,6,Sep-17
Funtumia,J9163,,31.2,206614,62320,7,Sep-17
Teclea nobilis,J9164,,10.3,206606,62322,6,Sep-17
Mimusops,J9165,,11.7,206605,62322,6,Sep-17
Celtis durandii,J9166,,23.7,206612,62322,6,Sep-17
Funtumia,J9167,,11.3,206606,62319,7,Sep-17
Teclea nobilis,J9168,,10.8,206603,62320,7,Sep-17
Bosquiea phoberos,J9169,,17.4,206615,62329,7,Sep-17
Teclea nobilis,J9170,,17.3,206616,62329,7,Sep-17
Diospyros abyssinica,J9171,,55.5,206614,62330,7,Sep-17
Celtis durandii,J9172,,32.1,206607,62335,4,Sep-17
Leptonychia mildbraedii,J9173,,10.1,206609,62340,6,Sep-17
Teclea nobilis,J9174,,10,206610,62332,6,Sep-17
Chaetacme aristata,J9175,,42,206619,62339,5,Sep-17
Uvariopsis congensis,J9176,,23.3,206619,62337,5,Sep-17
Bosquiea phoberos,J9177,,13.7,206617,62333,4,Sep-17
Funtumia,J9178,,30.1,206615,62330,4,Sep-17
Markhamia platycalyx,J9179,,21,206613,62328,4,Sep-17
Chaetacme aristata,J9180,,23.3,206621,62330,5,Sep-17
Markhamia platycalyx,J9181,,21.4,206620,62330,5,Sep-17
Leptonychia mildbraedii,J9182,,10.5,206621,62331,4,Sep-17
Celtis africana,J9183,,72.9,206618,62330,3,Sep-17
Teclea nobilis,J9184,,10,206616,62303,4,Sep-17
Bosquiea phoberos,J9185,,26.4,206613,62328,4,Sep-17
Markhamia platycalyx,J9186,,61,206617,62326,4,Sep-17
Leptonychia mildbraedii,J9187,,27.7,206614,62332,7,Sep-17
Chaetacme aristata,J9188,,16.7,206622,62326,5,Sep-17
Strombosia scheffleri,J9189,,11.9,206625,62321,4,Sep-17
Bosquiea phoberos,J9190,,23.6,206629,62325,5,Sep-17
Diospyros abyssinica,J9191,,49.4,206628,62326,5,Sep-17
Funtumia,J9192,,24.6,206624,62312,5,Sep-17
Funtumia,J9193,,19.3,206636,62323,4,Sep-17
Funtumia,J9194,,20.7,206630,62327,4,Sep-17
Funtumia,J9195,,30.3,206630,62334,4,Sep-17
Funtumia,J9196,,28.5,206631,62334,3,Sep-17
Leptonychia mildbraedii,J9197,,11.7,206631,62330,3,Sep-17
Celtis durandii,J9198,,17.3,206629,62331,4,Sep-17
Chaetacme aristata,J9199,,15.4,206630,62337,4,Sep-17
Teclea nobilis,J9200,,10.3,206627,62338,4,Sep-17
Diospyros abyssinica,J9201,,43.4,206626,62340,3,Sep-17
Mimusops,J9202,,22.3,206623,62338,4,Sep-17
Uvariopsis congensis,J9203,,11,206622,62337,4,Sep-17
Bosquiea phoberos,J9204,,18.5,206625,62348,4,Sep-17
Diospyros abyssinica,J9205,,10.3,206630,62345,4,Sep-17
Celtis africana,J9206,,NA,206632,62340,5,Sep-17
Funtumia,J9207,,42.3,206635,62338,4,Sep-17
Diospyros abyssinica,J9208,,26.4,206639,62333,4,Sep-17
Celtis durandii,J9209,,15.9,206643,62321,4,Sep-17
Markhamia platycalyx,J9210,,29.2,206640,62330,6,Sep-17
Funtumia,J9211,,22.4,206646,62331,4,Sep-17
Bosquiea phoberos,J9212,,17.2,206641,62332,3,Sep-17
Diospyros abyssinica,J9213,,13.6,206640,62339,4,Sep-17
Markhamia platycalyx,J9214,,51,206639,62342,4,Sep-17
Monodora myristica,J9215,,10.5,206640,62342,4,Sep-17
Celtis durandii,J9216,,25.7,206641,62342,4,Sep-17
Parinari excelsa,J9217,,33.7,206646,62333,4,Sep-17
Markhamia platycalyx,J9218,,38.7,206643,62333,3,Sep-17
Bosquiea phoberos,J9219,,24,206644,62333,3,Sep-17
Uvariopsis congensis,J9220,,15.2,206643,62332,3,Sep-17
Funtumia,J9221,,39.3,206640,62331,3,Sep-17
Diospyros abyssinica,J9222,,41.4,206639,62331,3,Sep-17
Teclea nobilis,J9223,,11,206635,62334,3,Sep-17
Markhamia platycalyx,J9224,,10,206633,62331,3,Sep-17
Teclea nobilis,J9225,,10.8,206635,62328,4,Sep-17
Markhamia platycalyx,J9226,,20.8,206637,62329,5,Sep-17
Celtis africana,J9227,,16,206639,62329,4,Sep-17
Bosquiea phoberos,J9228,,17.5,206630,62326,5,Sep-17
Strychnos mitis,J9229,,38.5,206631,62324,4,Sep-17
Diospyros abyssinica,J9230,,14.1,206627,62323,4,Sep-17
Strombosia scheffleri,J9231,,24,206640,62318,6,Sep-17
